fname,xgb,lasso,dt,xgb_lasso_dt
D1656_D1657_D1658.csv,733.4124683932831,665.310520760972,97.25153363989752,675.803041356184
D1660_D1661_D1662.csv,93.12567091262159,245.30343954398145,235.33400626054217,78.25919429549933
D2059_D2060_D2061.csv,742.9329519660969,774.0654481568251,70.09530931900024,780.7073526478005
D1615_D1616_D1617.csv,363.10310393700155,413.2781598819627,102.5264099520427,393.33186461591714
D49_D50_D51.csv,901.6406872486397,935.0254596110756,45.13084987359292,907.253904900608
D1625_D1626_D1627.csv,2910.9550677074662,2438.7275460284463,490.12682772689084,2812.871005060636
D152_D153_D154.csv,6071.0728706226555,5910.589604172902,381.541932999015,5934.24578244386
D169_D170_D171.csv,6590.239223358523,7013.736031683329,636.1177093513468,6761.9892949624855
D2075_D2076_D2077.csv,4410.257249189149,3619.978097952013,1007.7617443407611,4405.878010373245
D3613_D3614_D3615.csv,5589.223880571593,5522.726891440876,61.24529688323462,5585.728023686471
D3619_D3620_D3621.csv,1219.662588672807,552.8561895980715,13.388391008193983,1238.513626572871
D1632_D1633_D1634.csv,130.55067311182333,179.0091797123951,107.09104070836173,144.6411249930063
D168_D169_D170.csv,6597.142640161556,6825.524734545128,652.1904984999926,6628.525711283785
D3603_D3604_D3605.csv,1913.0242396330655,1993.660632289095,85.02790458332643,2042.9460781348455
D175_D176_D177.csv,5611.043657285833,5873.598780576609,404.1771562142154,5733.235250828381
D145_D146_D147.csv,4543.706505516442,4591.610885911031,39.972186145401906,4572.2439086816175
D15_D16_D17.csv,1912.2397483227253,2081.2457805751924,262.27255772330096,1959.011940672933
D158_D159_D160.csv,933.4625215234597,897.9079333719517,146.2138212908011,935.0124383764313
D1659_D1660_D1661.csv,4647.292186466267,4631.666266867246,45.186213425439426,4628.569260987135
D2083_D2084_D2085.csv,1333.6771683858444,1333.6771683858444,2705.49343685068,1333.6771683858444
D46_D47_D48.csv,10264.700120015832,10264.705521861952,0.07783243400695407,10264.679207283021
D146_D147_D148.csv,3230.7238789867224,3091.8722147713847,199.71356173682148,3070.6308881942828
D2065_D2066_D2067.csv,1074.1329124434506,1032.8809647318158,57.48416374357257,1050.8367544407004
D37_D38_D39.csv,184.43115952214043,265.7462335572163,100.20157004026858,185.30058805149235
D2055_D2056_D2057.csv,321.0748358636139,335.3115454390259,33.142232287912094,323.64712575504564
D2044_D2045_D2046.csv,5102.3214883330975,5248.500128754522,195.7618003357148,5303.859354770863
D129_D130_D131.csv,1588.9286219290823,1680.226123580291,217.1492858801904,1649.5623810491743
D3630_D3631_D3632.csv,1169.7983369467424,1008.7642865491867,155.24581677954671,1136.76802572244
D2074_D2075_D2076.csv,891.0997019689805,1898.2958824209827,3349.830442290324,828.7323025554173
D162_D163_D164.csv,274.97368355475356,227.68195232814892,137.20096763807373,328.4311781080348
D3639_D3640_D3641.csv,3647.043594476028,3511.437553249464,192.71860250263052,3757.479747295215
D1642_D1643_D1644.csv,2146.932600326133,2238.2145550817886,114.65179045750195,2064.5269544756966
D1628_D1629_D1630.csv,2696.4752306939104,2681.439416287154,208.05995487495116,2735.952792609854
D3616_D3617_D3618.csv,355.34832844427325,343.66147453699773,42.421079544258184,337.83357145837226
D1622_D1623_D1624.csv,5391.35040185017,5262.390068360278,136.46235004911543,5337.341206550993
D2057_D2058_D2059.csv,115.75576594582856,107.96023695949702,62.473737339324096,119.24828267945739
D154_D155_D156.csv,4208.594889435674,4199.569561526758,341.8620433300692,4080.4419895576084
D1645_D1646_D1647.csv,265.04823794523264,303.94452958269767,70.8764589919302,396.83075014515026
D170_D171_D172.csv,278.1461339822186,164.31548795098908,223.5671096124518,230.4235995773592
D4_D5_D6.csv,771.8388969334505,776.9890889744596,6.429673197113342,770.6941579333645
D3636_D3637_D3638.csv,4786.561126568947,5075.1621295373225,225.24771841640663,4747.8988440258245
D2052_D2053_D2054.csv,2608.545601127247,2592.223038956845,61.575597168575364,2633.114584920207
D149_D150_D151.csv,1822.4628840672026,1999.6053438113208,162.6316965329746,1967.8251594054268
D3610_D3611_D3612.csv,10298.397203865534,10126.635136708463,504.3592903060881,10036.445201073913
D2077_D2078_D2079.csv,1339.029490776946,1328.4544302454713,116.09368664797834,1319.381411774393
D3600_D3601_D3602.csv,4149.890148271595,4132.895512023557,25.95521675483627,4128.942007068919
D1631_D1632_D1633.csv,2227.0272155116095,2213.9129920149403,276.18056123589065,2176.0163970784456
D2070_D2071_D2072.csv,1096.43658631813,1082.031778110433,77.81982447474047,1126.6069177213942
D1618_D1619_D1620.csv,1144.1976928024128,1067.7971707718516,235.2648130808875,1038.240359359479
D3642_D3643_D3644.csv,1985.4475402433047,2475.049953953645,573.4398484554491,2107.6188619145682
D1626_D1627_D1628.csv,191.95304764117208,193.84058847973947,171.3153953707903,202.3011053111632
D2078_D2079_D2080.csv,857.6838694954472,1061.4968568713166,171.14596961754205,912.6666553461132
D3625_D3626_D3627.csv,865.3406017269225,581.4584117561917,438.6930054015691,515.4459720603325
D2072_D2073_D2074.csv,355.9939166708439,784.5717947747792,428.7537518440084,483.9252971750678
D36_D37_D38.csv,2687.1644352105986,2657.736248566136,98.12924081577707,2699.283195343816
D2064_D2065_D2066.csv,1326.0260244381723,1225.4823800951988,63.069797305829645,1264.4821001831513
D31_D32_D33.csv,3364.177989085568,3610.9102229495747,352.20841090515705,3523.8413489197715
D40_D41_D42.csv,7106.472465096024,6899.819700010975,794.4088594867401,7129.285884332416
D3612_D3613_D3614.csv,8382.697145504504,8362.410318912885,26.487618669276536,8369.575837191465
D133_D134_D135.csv,3454.9121119226743,1174.5720079031908,2205.8498901372554,1705.2552673311693
D2045_D2046_D2047.csv,4080.2533121676597,4029.498332214042,157.34600290168643,4253.579477649021
D2041_D2042_D2043.csv,4158.882314068143,3887.078429654999,251.62617710524697,4575.397256524904
D160_D161_D162.csv,1144.5082795407552,1079.358920200514,34.72188480401459,1199.390416651974
D3604_D3605_D3606.csv,3232.6244498929063,3240.5575747164407,142.97109042257927,3216.425313154907
D1619_D1620_D1621.csv,3427.9753288746488,4796.686557547893,2036.8294948610198,3713.2302511301177
D1620_D1621_D1622.csv,4434.9595685265085,4567.089405498922,404.0369185133766,4612.8112689263635
D1634_D1635_D1636.csv,7166.209788328475,6961.230373585711,502.71646620856103,6997.101671537858
D3606_D3607_D3608.csv,9868.363612345827,9826.118205895187,823.5571213548416,10084.156006093604
D33_D34_D35.csv,5217.792012810097,5244.225210284393,68.89821783869071,5241.837574211432
D176_D177_D178.csv,529.5405831860068,195.95178703543993,406.82355655106835,381.31085643296774
D44_D45_D46.csv,823.9808633172386,940.3426772023311,408.34558667842856,1008.3563997714248
D139_D140_D141.csv,4028.994905112108,4010.271979524211,17.19174014769903,4024.549574112541
D1658_D1659_D1660.csv,918.6786903716802,920.6627583662441,19.94756291639328,918.8065612248329
D2051_D2052_D2053.csv,747.2219285042374,395.1115338496467,327.3752018313131,457.0952661903604
D1657_D1658_D1659.csv,4536.8717219861655,3993.107825198792,288.1463720553563,4329.564660884876
D3607_D3608_D3609.csv,4744.412341456089,4658.771133504078,160.21815140691595,4698.123036169442
D1648_D1649_D1650.csv,5202.556803072645,4421.310825642237,3132.7351161101624,3537.2151284868196
D2043_D2044_D2045.csv,1686.0549053612742,1740.9698151434427,87.34467362472422,1730.651545804177
